antecedents,consequents,support,confidence,lift
"Bananas,Chicken",Chips,0.02,0.39999999999999997,1.9999999999999998
"Bananas,Fish",Soda,0.02,0.39999999999999997,1.9999999999999998
"Beef,Bread",Chips,0.02,0.39999999999999997,1.9999999999999998
"Beef,Bread",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Beef,Cookies",Bread,0.02,0.39999999999999997,1.9999999999999998
"Beef,Detergent",Bread,0.02,0.39999999999999997,1.9999999999999998
"Beef,Eggs",Bread,0.02,0.39999999999999997,1.9999999999999998
"Beef,Eggs",Chips,0.02,0.39999999999999997,1.9999999999999998
"Beef,Onions",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Beef,Onions",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Beef,Pasta",Bread,0.02,0.39999999999999997,1.9999999999999998
"Beef,Toothpaste",Chips,0.02,0.39999999999999997,1.9999999999999998
"Beef,Toothpaste",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Beef,Yogurt",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Butter,Chicken",Chips,0.02,0.39999999999999997,1.9999999999999998
"Butter,Water",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Cereal,Cookies",Chips,0.02,0.39999999999999997,1.9999999999999998
"Cereal,Cookies",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Cereal,Cookies",Soda,0.02,0.39999999999999997,1.9999999999999998
"Cereal,Soda",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Cereal,Soda",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Chicken,Chips",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Chicken,Juice",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Chicken,Rice",Chips,0.02,0.39999999999999997,1.9999999999999998
Cookies,Shampoo,0.08,0.39999999999999997,1.9999999999999998
"Cookies,Fish",Chips,0.02,0.39999999999999997,1.9999999999999998
"Cookies,Pasta",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Cookies,Pasta",Soda,0.02,0.39999999999999997,1.9999999999999998
"Cookies,Tomatoes",Chips,0.02,0.39999999999999997,1.9999999999999998
"Detergent,Soap",Bread,0.02,0.39999999999999997,1.9999999999999998
"Detergent,Soap",Chips,0.02,0.39999999999999997,1.9999999999999998
"Detergent,Soap",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Detergent,Tomatoes",Bread,0.02,0.39999999999999997,1.9999999999999998
"Detergent,Tomatoes",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Detergent,Toothpaste",Chips,0.02,0.39999999999999997,1.9999999999999998
"Eggs,Water",Bread,0.02,0.39999999999999997,1.9999999999999998
"Eggs,Yogurt",Bread,0.02,0.39999999999999997,1.9999999999999998
"Fish,Soap",Chips,0.02,0.39999999999999997,1.9999999999999998
"Fish,Soap",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Fish,Soap",Soda,0.02,0.39999999999999997,1.9999999999999998
"Fish,Yogurt",Bread,0.02,0.39999999999999997,1.9999999999999998
"Fish,Yogurt",Soda,0.02,0.39999999999999997,1.9999999999999998
"Juice,Pasta",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Juice,Soda",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Juice,Soda",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Milk,Soap",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Milk,Soap",Soda,0.02,0.39999999999999997,1.9999999999999998
"Onions,Potatoes",Chips,0.02,0.39999999999999997,1.9999999999999998
"Onions,Potatoes",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Onions,Toothpaste",Chips,0.02,0.39999999999999997,1.9999999999999998
"Onions,Toothpaste",Cookies,0.02,0.39999999999999997,1.9999999999999998
Shampoo,Cookies,0.08,0.39999999999999997,1.9999999999999998
"Shampoo,Yogurt",Chips,0.02,0.39999999999999997,1.9999999999999998
"Soap,Tomatoes",Bread,0.02,0.39999999999999997,1.9999999999999998
"Soap,Tomatoes",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Soap,Tomatoes",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Soap,Toothpaste",Cookies,0.02,0.39999999999999997,1.9999999999999998
"Soap,Toothpaste",Shampoo,0.02,0.39999999999999997,1.9999999999999998
"Soda,Yogurt",Bread,0.02,0.39999999999999997,1.9999999999999998
"Soda,Yogurt",Chips,0.02,0.39999999999999997,1.9999999999999998
"Apples,Onions",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Beef,Bread",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Beef,Eggs",Detergent,0.02,0.39999999999999997,1.9047619047619047
Bread,Detergent,0.08,0.39999999999999997,1.9047619047619047
"Bread,Soap",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Butter,Chicken",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Butter,Water",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Chicken,Yogurt",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Cookies,Pasta",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Cookies,Tomatoes",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Cookies,Yogurt",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Eggs,Water",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Juice,Pasta",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Soap,Tomatoes",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Soap,Toothpaste",Detergent,0.02,0.39999999999999997,1.9047619047619047
"Apples,Detergent",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Apples,Juice",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Apples,Onions",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Apples,Onions",Beef,0.02,0.39999999999999997,1.8181818181818181
"Bananas,Chicken",Apples,0.02,0.39999999999999997,1.8181818181818181
"Bananas,Chicken",Juice,0.02,0.39999999999999997,1.8181818181818181
"Bananas,Chips",Juice,0.02,0.39999999999999997,1.8181818181818181
"Beef,Cereal",Fish,0.02,0.39999999999999997,1.8181818181818181
"Beef,Cereal",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Beef,Cookies",Fish,0.02,0.39999999999999997,1.8181818181818181
"Beef,Onions",Apples,0.02,0.39999999999999997,1.8181818181818181
"Beef,Onions",Fish,0.02,0.39999999999999997,1.8181818181818181
"Beef,Pasta",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Beef,Pasta",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Beef,Yogurt",Apples,0.02,0.39999999999999997,1.8181818181818181
"Bread,Soap",Beef,0.02,0.39999999999999997,1.8181818181818181
"Butter,Chicken",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Cereal,Soda",Juice,0.02,0.39999999999999997,1.8181818181818181
"Cereal,Water",Apples,0.02,0.39999999999999997,1.8181818181818181
"Cereal,Water",Beef,0.02,0.39999999999999997,1.8181818181818181
"Cereal,Water",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Cheese,Water",Juice,0.02,0.39999999999999997,1.8181818181818181
"Cheese,Water",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Chips",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Chips",Fish,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Chips",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Detergent",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Juice",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Juice",Fish,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Rice",Beef,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Rice",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Yogurt",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Chicken,Yogurt",Beef,0.02,0.39999999999999997,1.8181818181818181
"Chips,Detergent",Fish,0.02,0.39999999999999997,1.8181818181818181
"Chips,Detergent",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Chips,Potatoes",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Chips,Potatoes",Fish,0.02,0.39999999999999997,1.8181818181818181
"Cookies,Fish",Beef,0.02,0.39999999999999997,1.8181818181818181
"Cookies,Tomatoes",Beef,0.02,0.39999999999999997,1.8181818181818181
"Cookies,Tomatoes",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Cookies,Yogurt",Apples,0.02,0.39999999999999997,1.8181818181818181
"Detergent,Soap",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Detergent,Soap",Toothpaste,0.02,0.39999999999999997,1.8181818181818181
"Detergent,Tomatoes",Apples,0.02,0.39999999999999997,1.8181818181818181
"Eggs,Soap",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Eggs,Soap",Beef,0.02,0.39999999999999997,1.8181818181818181
"Eggs,Toothpaste",Fish,0.02,0.39999999999999997,1.8181818181818181
"Eggs,Water",Apples,0.02,0.39999999999999997,1.8181818181818181
"Eggs,Water",Beef,0.02,0.39999999999999997,1.8181818181818181
"Fish,Soap",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Fish,Soap",Beef,0.02,0.39999999999999997,1.8181818181818181
"Juice,Pasta",Apples,0.02,0.39999999999999997,1.8181818181818181
"Milk,Onions",Beef,0.02,0.39999999999999997,1.8181818181818181
"Milk,Soap",Apples,0.02,0.39999999999999997,1.8181818181818181
"Milk,Soap",Juice,0.02,0.39999999999999997,1.8181818181818181
"Onions,Potatoes",Juice,0.02,0.39999999999999997,1.8181818181818181
"Shampoo,Yogurt",Apples,0.02,0.39999999999999997,1.8181818181818181
"Shampoo,Yogurt",Beef,0.02,0.39999999999999997,1.8181818181818181
"Soap,Tomatoes",Beef,0.02,0.39999999999999997,1.8181818181818181
"Soda,Yogurt",Bananas,0.02,0.39999999999999997,1.8181818181818181
"Soda,Yogurt",Fish,0.02,0.39999999999999997,1.8181818181818181
"Apples,Detergent",Onions,0.02,0.39999999999999997,1.7391304347826084
"Bananas,Chips",Onions,0.02,0.39999999999999997,1.7391304347826084
"Beef,Cereal",Onions,0.02,0.39999999999999997,1.7391304347826084
"Beef,Cookies",Onions,0.02,0.39999999999999997,1.7391304347826084
"Cereal,Cookies",Onions,0.02,0.39999999999999997,1.7391304347826084
"Chicken,Rice",Onions,0.02,0.39999999999999997,1.7391304347826084
"Chips,Potatoes",Onions,0.02,0.39999999999999997,1.7391304347826084
"Cookies,Fish",Onions,0.02,0.39999999999999997,1.7391304347826084
"Soap,Tomatoes",Onions,0.02,0.39999999999999997,1.7391304347826084
"Bananas,Chips",Butter,0.02,0.39999999999999997,1.6666666666666665
"Beef,Toothpaste",Butter,0.02,0.39999999999999997,1.6666666666666665
"Cheese,Water",Butter,0.02,0.39999999999999997,1.6666666666666665
"Chicken,Chips",Butter,0.02,0.39999999999999997,1.6666666666666665
"Chicken,Detergent",Butter,0.02,0.39999999999999997,1.6666666666666665
"Chicken,Rice",Butter,0.02,0.39999999999999997,1.6666666666666665
Chips,Butter,0.08,0.39999999999999997,1.6666666666666665
"Cookies,Pasta",Butter,0.02,0.39999999999999997,1.6666666666666665
"Eggs,Soap",Butter,0.02,0.39999999999999997,1.6666666666666665
"Fish,Soap",Butter,0.02,0.39999999999999997,1.6666666666666665
"Bananas,Chips",Soap,0.02,0.39999999999999997,1.5999999999999999
"Bananas,Fish",Soap,0.02,0.39999999999999997,1.5999999999999999
"Beef,Bread",Soap,0.02,0.39999999999999997,1.5999999999999999
"Beef,Cereal",Soap,0.02,0.39999999999999997,1.5999999999999999
"Beef,Eggs",Soap,0.02,0.39999999999999997,1.5999999999999999
"Butter,Fish",Soap,0.02,0.39999999999999997,1.5999999999999999
"Cereal,Cookies",Soap,0.02,0.39999999999999997,1.5999999999999999
"Cheese,Water",Soap,0.02,0.39999999999999997,1.5999999999999999
"Chicken,Rice",Soap,0.02,0.39999999999999997,1.5999999999999999
"Chips,Detergent",Soap,0.02,0.39999999999999997,1.5999999999999999
"Cookies,Fish",Soap,0.02,0.39999999999999997,1.5999999999999999
"Cookies,Pasta",Soap,0.02,0.39999999999999997,1.5999999999999999
"Cookies,Tomatoes",Soap,0.02,0.39999999999999997,1.5999999999999999
"Cookies,Yogurt",Soap,0.02,0.39999999999999997,1.5999999999999999
"Detergent,Tomatoes",Soap,0.02,0.39999999999999997,1.5999999999999999
"Detergent,Toothpaste",Soap,0.02,0.39999999999999997,1.5999999999999999
"Juice,Soda",Soap,0.02,0.39999999999999997,1.5999999999999999
"Onions,Potatoes",Soap,0.02,0.39999999999999997,1.5999999999999999
Soda,Soap,0.08,0.39999999999999997,1.5999999999999999
"Soda,Yogurt",Soap,0.02,0.39999999999999997,1.5999999999999999
"Apples,Cookies",Yogurt,0.02,0.39999999999999997,1.5384615384615383
"Bananas,Chicken",Yogurt,0.02,0.39999999999999997,1.5384615384615383
"Chicken,Detergent",Yogurt,0.02,0.39999999999999997,1.5384615384615383
"Cookies,Pasta",Yogurt,0.02,0.39999999999999997,1.5384615384615383
"Detergent,Soap",Yogurt,0.02,0.39999999999999997,1.5384615384615383
"Eggs,Water",Yogurt,0.02,0.39999999999999997,1.5384615384615383
"Milk,Soap",Yogurt,0.02,0.39999999999999997,1.5384615384615383
Cereal,Toothpaste,0.07,0.38888888888888895,1.767676767676768
Detergent,Bread,0.08,0.380952380952381,1.9047619047619049
"Cookies,Shampoo","Onions,Soap",0.03,0.375,5.357142857142857
"Soap,Soda",Potatoes,0.03,0.375,2.5
"Soap,Soda",Cereal,0.03,0.375,2.0833333333333335
"Bread,Detergent",Water,0.03,0.375,1.9736842105263157
"Bread,Detergent",Chips,0.03,0.375,1.875
Butter,Shampoo,0.09,0.375,1.875
"Butter,Chips",Shampoo,0.03,0.375,1.875
"Apples,Yogurt",Detergent,0.03,0.375,1.7857142857142858
"Bananas,Yogurt",Beef,0.03,0.375,1.7045454545454546
"Bread,Detergent",Fish,0.03,0.375,1.7045454545454546
Butter,Juice,0.09,0.375,1.7045454545454546
"Butter,Chips",Fish,0.03,0.375,1.7045454545454546
"Butter,Chips",Toothpaste,0.03,0.375,1.7045454545454546
"Cookies,Shampoo",Apples,0.03,0.375,1.7045454545454546
"Cookies,Shampoo",Beef,0.03,0.375,1.7045454545454546
Rice,Fish,0.06,0.375,1.7045454545454546
"Soap,Soda",Bananas,0.03,0.375,1.7045454545454546
"Soap,Soda",Butter,0.03,0.375,1.5625
"Cookies,Shampoo",Soap,0.03,0.375,1.5
Chicken,Beef,0.07,0.368421052631579,1.674641148325359
Pasta,Butter,0.07,0.368421052631579,1.5350877192982457
Water,Soap,0.07,0.368421052631579,1.473684210526316
Apples,Yogurt,0.08,0.36363636363636365,1.3986013986013985
Bananas,Yogurt,0.08,0.36363636363636365,1.3986013986013985
Soap,Potatoes,0.09,0.36,2.4
Bread,Fish,0.07,0.35000000000000003,1.590909090909091
Chips,Fish,0.07,0.35000000000000003,1.590909090909091
Shampoo,Soap,0.07,0.35000000000000003,1.4000000000000001
"Bananas,Soap","Fish,Potatoes,Soda",0.02,0.33333333333333337,16.666666666666668
"Beef,Chips","Chicken,Pasta",0.02,0.33333333333333337,16.666666666666668
"Beef,Shampoo","Butter,Chicken,Chips",0.02,0.33333333333333337,16.666666666666668
"Butter,Soap","Cereal,Juice",0.02,0.33333333333333337,16.666666666666668
"Butter,Soap","Cereal,Juice,Soda",0.02,0.33333333333333337,16.666666666666668
"Butter,Soda","Cereal,Juice",0.02,0.33333333333333337,16.666666666666668
"Butter,Soda","Cereal,Juice,Soap",0.02,0.33333333333333337,16.666666666666668
"Cereal,Onions","Cookies,Shampoo,Toothpaste",0.02,0.33333333333333337,16.666666666666668
"Cereal,Shampoo","Cookies,Onions,Toothpaste",0.02,0.33333333333333337,16.666666666666668
"Chicken,Shampoo","Beef,Butter,Chips",0.02,0.33333333333333337,16.666666666666668
"Cookies,Onions","Beef,Shampoo,Soap",0.02,0.33333333333333337,16.666666666666668
"Cookies,Soap","Beef,Onions,Shampoo",0.02,0.33333333333333337,16.666666666666668
"Shampoo,Toothpaste","Cereal,Cookies,Onions",0.02,0.33333333333333337,16.666666666666668
"Shampoo,Toothpaste","Onions,Soap,Tomatoes",0.02,0.33333333333333337,16.666666666666668
"Bananas,Soap","Fish,Potatoes",0.02,0.33333333333333337,11.111111111111112
"Bananas,Soap","Fish,Soda",0.02,0.33333333333333337,11.111111111111112
"Beef,Chips","Bread,Pasta",0.02,0.33333333333333337,11.111111111111112
"Beef,Shampoo","Cookies,Milk",0.02,0.33333333333333337,11.111111111111112
"Beef,Shampoo","Cookies,Onions,Soap",0.02,0.33333333333333337,11.111111111111112
"Butter,Soap","Potatoes,Shampoo",0.02,0.33333333333333337,11.111111111111112
"Chicken,Shampoo","Beef,Butter",0.02,0.33333333333333337,11.111111111111112
"Chicken,Shampoo","Rice,Toothpaste",0.02,0.33333333333333337,11.111111111111112
"Chicken,Toothpaste","Beef,Butter",0.02,0.33333333333333337,11.111111111111112
"Cookies,Onions","Cereal,Shampoo,Toothpaste",0.02,0.33333333333333337,11.111111111111112
"Detergent,Eggs","Bread,Water",0.02,0.33333333333333337,11.111111111111112
"Detergent,Onions","Bananas,Water",0.02,0.33333333333333337,11.111111111111112
"Onions,Shampoo","Beef,Cookies,Soap",0.02,0.33333333333333337,11.111111111111112
"Onions,Shampoo","Soap,Tomatoes,Toothpaste",0.02,0.33333333333333337,11.111111111111112
"Shampoo,Toothpaste","Onions,Tomatoes",0.02,0.33333333333333337,11.111111111111112
"Bananas,Soap","Potatoes,Soda",0.02,0.33333333333333337,8.333333333333334
"Beef,Chips","Butter,Chicken,Shampoo",0.02,0.33333333333333337,8.333333333333334
"Beef,Shampoo","Chicken,Fish",0.02,0.33333333333333337,8.333333333333334
"Butter,Soap","Eggs,Potatoes",0.02,0.33333333333333337,8.333333333333334
"Butter,Soap","Rice,Shampoo",0.02,0.33333333333333337,8.333333333333334
"Butter,Soda","Juice,Shampoo",0.02,0.33333333333333337,8.333333333333334
"Butter,Soda","Juice,Soap",0.02,0.33333333333333337,8.333333333333334
"Butter,Toothpaste","Cheese,Juice",0.02,0.33333333333333337,8.333333333333334
"Butter,Toothpaste","Chips,Shampoo",0.02,0.33333333333333337,8.333333333333334
"Cereal,Onions","Cookies,Toothpaste",0.02,0.33333333333333337,8.333333333333334
"Cereal,Shampoo","Cookies,Toothpaste",0.02,0.33333333333333337,8.333333333333334
"Cereal,Soap","Butter,Juice,Soda",0.02,0.33333333333333337,8.333333333333334
"Cereal,Soap","Cookies,Toothpaste",0.02,0.33333333333333337,8.333333333333334
"Chicken,Shampoo","Butter,Cereal",0.02,0.33333333333333337,8.333333333333334
"Chicken,Shampoo","Butter,Rice",0.02,0.33333333333333337,8.333333333333334
"Chicken,Shampoo","Rice,Soap",0.02,0.33333333333333337,8.333333333333334
"Chicken,Toothpaste","Rice,Shampoo",0.02,0.33333333333333337,8.333333333333334
"Detergent,Eggs","Bread,Yogurt",0.02,0.33333333333333337,8.333333333333334
"Fish,Rice","Chips,Cookies",0.02,0.33333333333333337,8.333333333333334
"Onions,Shampoo","Butter,Cookies",0.02,0.33333333333333337,8.333333333333334
"Onions,Shampoo","Cereal,Cookies,Toothpaste",0.02,0.33333333333333337,8.333333333333334
"Onions,Shampoo","Cookies,Toothpaste",0.02,0.33333333333333337,8.333333333333334
"Tomatoes,Toothpaste","Onions,Shampoo,Soap",0.02,0.33333333333333337,8.333333333333334
"Apples,Milk","Shampoo,Yogurt",0.02,0.33333333333333337,6.666666666666667
"Apples,Water","Beef,Cereal",0.02,0.33333333333333337,6.666666666666667
"Bananas,Soap","Soda,Yogurt",0.02,0.33333333333333337,6.666666666666667
"Beef,Chips","Butter,Chicken",0.02,0.33333333333333337,6.666666666666667
"Beef,Chips","Chicken,Rice",0.02,0.33333333333333337,6.666666666666667
"Beef,Shampoo","Butter,Chicken",0.02,0.33333333333333337,6.666666666666667
"Beef,Shampoo","Chicken,Chips",0.02,0.33333333333333337,6.666666666666667
"Butter,Soap","Cereal,Soda",0.02,0.33333333333333337,6.666666666666667
"Butter,Soap","Juice,Soda",0.02,0.33333333333333337,6.666666666666667
"Butter,Toothpaste","Cereal,Soda",0.02,0.33333333333333337,6.666666666666667
"Cereal,Shampoo","Butter,Chicken",0.02,0.33333333333333337,6.666666666666667
"Cereal,Soap","Juice,Soda",0.02,0.33333333333333337,6.666666666666667
"Chicken,Eggs","Detergent,Toothpaste",0.02,0.33333333333333337,6.666666666666667
"Chips,Pasta","Beef,Bread",0.02,0.33333333333333337,6.666666666666667
"Cookies,Soap","Beef,Onions",0.02,0.33333333333333337,6.666666666666667
"Detergent,Eggs","Chicken,Yogurt",0.02,0.33333333333333337,6.666666666666667
"Detergent,Water","Juice,Pasta",0.02,0.33333333333333337,6.666666666666667
"Detergent,Yogurt","Eggs,Toothpaste",0.02,0.33333333333333337,6.666666666666667
"Onions,Shampoo","Beef,Cookies",0.02,0.33333333333333337,6.666666666666667
"Onions,Shampoo","Cereal,Cookies",0.02,0.33333333333333337,6.666666666666667
"Onions,Shampoo","Soap,Tomatoes",0.02,0.33333333333333337,6.666666666666667
"Onions,Shampoo","Soap,Toothpaste",0.02,0.33333333333333337,6.666666666666667
"Shampoo,Toothpaste","Cereal,Cookies",0.02,0.33333333333333337,6.666666666666667
"Shampoo,Toothpaste","Chicken,Rice",0.02,0.33333333333333337,6.666666666666667
"Shampoo,Toothpaste","Soap,Tomatoes",0.02,0.33333333333333337,6.666666666666667
"Tomatoes,Toothpaste","Cereal,Cookies",0.02,0.33333333333333337,6.666666666666667
"Tomatoes,Toothpaste","Cereal,Soda",0.02,0.33333333333333337,6.666666666666667
"Bananas,Onions","Detergent,Water",0.02,0.33333333333333337,5.555555555555556
"Beef,Chips","Chicken,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Beef,Chips","Chicken,Toothpaste",0.02,0.33333333333333337,5.555555555555556
"Beef,Fish","Chicken,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Beef,Fish","Cookies,Soap",0.02,0.33333333333333337,5.555555555555556
"Beef,Shampoo","Cookies,Onions",0.02,0.33333333333333337,5.555555555555556
"Beef,Shampoo","Cookies,Soap",0.02,0.33333333333333337,5.555555555555556
"Beef,Tomatoes","Detergent,Eggs",0.02,0.33333333333333337,5.555555555555556
"Bread,Eggs","Detergent,Water",0.02,0.33333333333333337,5.555555555555556
"Bread,Eggs","Detergent,Yogurt",0.02,0.33333333333333337,5.555555555555556
"Butter,Soda","Cereal,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Butter,Soda","Cereal,Soap",0.02,0.33333333333333337,5.555555555555556
"Cereal,Shampoo","Butter,Soda",0.02,0.33333333333333337,5.555555555555556
"Cereal,Shampoo","Cookies,Onions",0.02,0.33333333333333337,5.555555555555556
"Cereal,Soap","Butter,Soda",0.02,0.33333333333333337,5.555555555555556
"Cereal,Soap","Tomatoes,Toothpaste",0.02,0.33333333333333337,5.555555555555556
"Chicken,Eggs","Detergent,Yogurt",0.02,0.33333333333333337,5.555555555555556
"Chicken,Shampoo","Beef,Chips",0.02,0.33333333333333337,5.555555555555556
"Chicken,Shampoo","Beef,Fish",0.02,0.33333333333333337,5.555555555555556
"Chicken,Toothpaste","Beef,Chips",0.02,0.33333333333333337,5.555555555555556
"Chicken,Toothpaste","Detergent,Eggs",0.02,0.33333333333333337,5.555555555555556
"Cookies,Onions","Beef,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Cookies,Onions","Cereal,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Cookies,Onions","Shampoo,Toothpaste",0.02,0.33333333333333337,5.555555555555556
"Cookies,Soap","Beef,Fish",0.02,0.33333333333333337,5.555555555555556
"Cookies,Soap","Beef,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Cookies,Soap","Detergent,Yogurt",0.02,0.33333333333333337,5.555555555555556
"Detergent,Eggs","Beef,Tomatoes",0.02,0.33333333333333337,5.555555555555556
"Detergent,Eggs","Chicken,Toothpaste",0.02,0.33333333333333337,5.555555555555556
"Detergent,Eggs","Toothpaste,Yogurt",0.02,0.33333333333333337,5.555555555555556
"Detergent,Water","Bananas,Onions",0.02,0.33333333333333337,5.555555555555556
"Detergent,Water","Bread,Eggs",0.02,0.33333333333333337,5.555555555555556
"Detergent,Yogurt","Bread,Eggs",0.02,0.33333333333333337,5.555555555555556
"Detergent,Yogurt","Chicken,Eggs",0.02,0.33333333333333337,5.555555555555556
"Detergent,Yogurt","Cookies,Soap",0.02,0.33333333333333337,5.555555555555556
"Onions,Shampoo","Tomatoes,Toothpaste",0.02,0.33333333333333337,5.555555555555556
"Shampoo,Toothpaste","Cookies,Onions",0.02,0.33333333333333337,5.555555555555556
"Tomatoes,Toothpaste","Cereal,Soap",0.02,0.33333333333333337,5.555555555555556
"Tomatoes,Toothpaste","Onions,Shampoo",0.02,0.33333333333333337,5.555555555555556
"Toothpaste,Yogurt","Detergent,Eggs",0.02,0.33333333333333337,5.555555555555556
"Apples,Water","Beef,Soap",0.02,0.33333333333333337,4.761904761904762
"Beef,Milk","Onions,Soap",0.02,0.33333333333333337,4.761904761904762
"Beef,Shampoo","Onions,Soap",0.02,0.33333333333333337,4.761904761904762
"Butter,Soap","Chips,Fish",0.02,0.33333333333333337,4.761904761904762
"Butter,Soda","Cereal,Toothpaste",0.02,0.33333333333333337,4.761904761904762
"Butter,Toothpaste","Beef,Chicken",0.02,0.33333333333333337,4.761904761904762
"Chips,Pasta","Beef,Chicken",0.02,0.33333333333333337,4.761904761904762
"Chips,Toothpaste","Beef,Chicken",0.02,0.33333333333333337,4.761904761904762
"Cookies,Onions","Beef,Soap",0.02,0.33333333333333337,4.761904761904762
"Cookies,Onions","Cereal,Toothpaste",0.02,0.33333333333333337,4.761904761904762
"Cookies,Soap","Cereal,Toothpaste",0.02,0.33333333333333337,4.761904761904762
"Cookies,Soda","Cereal,Toothpaste",0.02,0.33333333333333337,4.761904761904762
"Fish,Rice","Bananas,Juice",0.02,0.33333333333333337,4.761904761904762
"Onions,Shampoo","Beef,Soap",0.02,0.33333333333333337,4.761904761904762
"Shampoo,Toothpaste","Onions,Soap",0.02,0.33333333333333337,4.761904761904762
"Tomatoes,Toothpaste","Onions,Soap",0.02,0.33333333333333337,4.761904761904762
"Tomatoes,Toothpaste","Shampoo,Soap",0.02,0.33333333333333337,4.761904761904762
"Beef,Milk","Cookies,Shampoo",0.02,0.33333333333333337,4.166666666666667
"Beef,Milk","Soap,Soda",0.02,0.33333333333333337,4.166666666666667
"Beef,Shampoo","Butter,Chips",0.02,0.33333333333333337,4.166666666666667
"Beef,Tomatoes","Bread,Detergent",0.02,0.33333333333333337,4.166666666666667
"Butter,Soda","Cookies,Shampoo",0.02,0.33333333333333337,4.166666666666667
"Cereal,Onions","Cookies,Shampoo",0.02,0.33333333333333337,4.166666666666667
"Chicken,Shampoo","Butter,Chips",0.02,0.33333333333333337,4.166666666666667
"Shampoo,Toothpaste","Butter,Chips",0.02,0.33333333333333337,4.166666666666667
"Apples,Milk","Potatoes,Soap",0.02,0.33333333333333337,3.703703703703704
"Beef,Chips","Butter,Shampoo",0.02,0.33333333333333337,3.703703703703704
"Cereal,Soap","Butter,Juice",0.02,0.33333333333333337,3.703703703703704
"Chips,Toothpaste","Butter,Shampoo",0.02,0.33333333333333337,3.703703703703704
"Cookies,Onions","Butter,Shampoo",0.02,0.33333333333333337,3.703703703703704
"Cookies,Soda","Butter,Shampoo",0.02,0.33333333333333337,3.703703703703704
"Apples,Milk",Cheese,0.02,0.33333333333333337,2.2222222222222228
